,User,Hashtags,Like,Retweet,Follow,Tag,Link,Time
253,goodvibezartist,"#NFTCommunity,#NFTs,#NFT",0,0,0,0,https://twitter.com/twitter/statuses/1525909268158943237,2022-05-15 18:41:34+00:00
254,greeck777,"#nft,#NFTCommunity,#NFTGiveaways,#NFTs,#OpenSeaNFT",1,0,0,0,https://twitter.com/twitter/statuses/1525909251738279936,2022-05-15 18:41:30+00:00
255,Pillaz007,"#NFTCommunity,#NFTs,#NFTGiveaways,#NFTProjects,#SolanaNFT",0,0,0,0,https://twitter.com/twitter/statuses/1525909223451807745,2022-05-15 18:41:23+00:00
256,youmeetlucky,"#PlayToEarn,#P2E",0,0,0,0,https://twitter.com/twitter/statuses/1525909129931685888,2022-05-15 18:41:01+00:00
257,cesiannft,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways,#nftart,#NFTProjects",0,0,0,0,https://twitter.com/twitter/statuses/1525909123409272835,2022-05-15 18:40:59+00:00
258,D1Hedznft,,0,0,0,0,https://twitter.com/twitter/statuses/1525909049367207938,2022-05-15 18:40:42+00:00
259,CapsNFT3,,0,0,0,0,https://twitter.com/twitter/statuses/1525909004647645185,2022-05-15 18:40:31+00:00
260,EFitzenposse,,0,0,0,0,https://twitter.com/twitter/statuses/1525908794567446532,2022-05-15 18:39:41+00:00
261,Meri36602113,,1,0,0,0,https://twitter.com/twitter/statuses/1525908754205708294,2022-05-15 18:39:31+00:00
262,migi_setyoadi,,0,0,0,0,https://twitter.com/twitter/statuses/1525908742339821568,2022-05-15 18:39:28+00:00
263,NfTens,,0,0,0,0,https://twitter.com/twitter/statuses/1525908624232656896,2022-05-15 18:39:00+00:00
264,_Peprul_,"#MATIC,#ETH",0,1,@_Peprul_,Tag people,https://twitter.com/twitter/statuses/1525908540526927878,2022-05-15 18:38:40+00:00
265,aibotnft,"#NFTdrop,#NFTs,#NFTCommunity,#lunacoin,#nftart,#NFTartist,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525908515700854785,2022-05-15 18:38:34+00:00
266,DevTwittee,"#CNP,#NFTGiveaway,#Giveaway,#NFT,#NFTJapan",0,0,0,0,https://twitter.com/twitter/statuses/1525908059633029120,2022-05-15 18:36:46+00:00
267,WaldosLegend,,0,0,0,0,https://twitter.com/twitter/statuses/1525908023276969987,2022-05-15 18:36:37+00:00
268,CryptolunnaNFT,"#nft,#NFTCommunity,#NFTGiveaways,#NFTProjects,#nftlife,#nftsoul,#lovenft",0,0,0,0,https://twitter.com/twitter/statuses/1525907984685178880,2022-05-15 18:36:28+00:00
269,KIRIBASSjp,"#NFT,#NFTs,#NFTCommunity,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525907982340726784,2022-05-15 18:36:27+00:00
270,Effectual_Obi,"#nftart,#NFTGiveaways,#nftd,#nftcollector,#NFTcollectibles,#NFTProjects",0,0,0,0,https://twitter.com/twitter/statuses/1525907923704111104,2022-05-15 18:36:13+00:00
271,unrulynftarts,,0,0,0,0,https://twitter.com/twitter/statuses/1525907552046927875,2022-05-15 18:34:45+00:00
272,RadekSmachNFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525907534535696390,2022-05-15 18:34:40+00:00
273,MC6365,"#flyingpenguin,#flying_penguin,#nft,#NFTs,#NFTGiveaways,#NFTGiveaway,#NFTProject",0,0,0,0,https://twitter.com/twitter/statuses/1525907353832460288,2022-05-15 18:33:57+00:00
274,JPipo86,#veggies,0,0,0,0,https://twitter.com/twitter/statuses/1525907307359510528,2022-05-15 18:33:46+00:00
275,MC6365,"#flyingpenguin,#flying_penguin,#nft,#NFTs,#NFTGiveaways,#NFTGiveaway,#NFTProject,#NFTartist",0,0,0,0,https://twitter.com/twitter/statuses/1525907250480562177,2022-05-15 18:33:33+00:00
276,FrostiesNFTsBot,#NFT,0,0,0,0,https://twitter.com/twitter/statuses/1525907216800403456,2022-05-15 18:33:25+00:00
277,Pillaz007,"#NFTCommunity,#NFTs,#NFTGiveaways,#NFTProjects,#SolanaNFT",0,0,0,0,https://twitter.com/twitter/statuses/1525907194302046208,2022-05-15 18:33:19+00:00
278,MC6365,"#flyingpenguin,#flying_penguin,#nft,#NFTs,#NFTGiveaways,#NFTGiveaway,#NFTProject",0,0,0,0,https://twitter.com/twitter/statuses/1525907193698168832,2022-05-15 18:33:19+00:00
279,ZelenskyPeace,"#NFTCollection,#NFTartist,#nftart,#NFTProject,#NFTCommumity,#mint,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525907004962881537,2022-05-15 18:32:34+00:00
280,supremayes,,1,1,@supremayes,0,https://twitter.com/twitter/statuses/1525906932615241735,2022-05-15 18:32:17+00:00
281,PixelCars_NFTs,"#nft,#nftart,#nfts,#nftcollector,#nftcommunity,#cryptoart,#digitalart,#art",0,0,0,0,https://twitter.com/twitter/statuses/1525906783243538433,2022-05-15 18:31:41+00:00
282,G_Gui__,"#Cryptos,#LUNA,#BTC,#ETH,#NFTGiveaways,#NFTshill,#NFTCommunity,#Cryptos",0,0,0,0,https://twitter.com/twitter/statuses/1525906696194990085,2022-05-15 18:31:21+00:00
283,SCARFACE_SHINO,"#garyvee,#VeeFriends,#VeeFriendsSeries2",0,0,0,0,https://twitter.com/twitter/statuses/1525906656432881664,2022-05-15 18:31:11+00:00
284,iotamorons,"#NFTGiveaways,#NFT",0,0,0,0,https://twitter.com/twitter/statuses/1525906647163584513,2022-05-15 18:31:09+00:00
285,ALCHEMISTBOYS,,0,0,0,0,https://twitter.com/twitter/statuses/1525906570999222273,2022-05-15 18:30:51+00:00
286,MValizadeh1996,"#nft,#NFTartists",0,0,0,0,https://twitter.com/twitter/statuses/1525906554507108353,2022-05-15 18:30:47+00:00
287,48YearsOfTravel,"#NFTs,#NFTCommunity,#NFTGiveaways,#NFT,#nftart",0,0,0,0,https://twitter.com/twitter/statuses/1525906551805976577,2022-05-15 18:30:46+00:00
288,zkanola6141,"#NFTCommunity,#NFTs,#opensea,#NFTGiveaways,#news,#NFTProjects,#creatorclash,#NFTshill,#NFTdrop,#NFTsales",0,0,0,0,https://twitter.com/twitter/statuses/1525906508542021632,2022-05-15 18:30:36+00:00
289,SENDYOURNFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525906386965540864,2022-05-15 18:30:07+00:00
290,ArtbyMSH,"#NFT,#NFTCommunity,#NFTGiveaways,#tezos,#NFTs,#NFTCollection,#nftartgallery",0,0,0,0,https://twitter.com/twitter/statuses/1525906365843181573,2022-05-15 18:30:02+00:00
291,nftbuzztoday,,0,0,0,0,https://twitter.com/twitter/statuses/1525906357844488192,2022-05-15 18:30:00+00:00
292,metaplanetaries,,0,0,0,0,https://twitter.com/twitter/statuses/1525906313695440896,2022-05-15 18:29:49+00:00
293,TheNathis,"#NFTCommunity,#NFTs,#NFTGiveaways,#ETH,#Etherum",0,0,0,0,https://twitter.com/twitter/statuses/1525906146523066370,2022-05-15 18:29:09+00:00
294,HelyonNFT,"#NFT,#ETH",1,1,@HelyonNFT,0,https://twitter.com/twitter/statuses/1525905899524698112,2022-05-15 18:28:11+00:00
295,Dropdeadly_ada,"#Junkies,#CNFTdrop,#NFTs",0,0,0,0,https://twitter.com/twitter/statuses/1525905799612092417,2022-05-15 18:27:47+00:00
296,cryptonfti,,0,0,0,0,https://twitter.com/twitter/statuses/1525905797250695168,2022-05-15 18:27:46+00:00
297,AvaceRestore,"#NFTCommunity,#NFT,#NFTs,#NFTGiveaways,#NFTdrop",0,0,0,0,https://twitter.com/twitter/statuses/1525905777181040640,2022-05-15 18:27:41+00:00
298,IotaNigeria,#IOTA,0,0,0,0,https://twitter.com/twitter/statuses/1525905751167979521,2022-05-15 18:27:35+00:00
299,shillincustoms,,1,0,0,0,https://twitter.com/twitter/statuses/1525905751075586048,2022-05-15 18:27:35+00:00
300,FantasyBeachNFT,"#NFTs,#NFT,#nftart,#NFTartist,#nftcommunity,#NFTGiveaways,#magiceden",0,0,0,0,https://twitter.com/twitter/statuses/1525905740329672704,2022-05-15 18:27:33+00:00
301,TDC_eth,,0,0,0,0,https://twitter.com/twitter/statuses/1525905647317012481,2022-05-15 18:27:10+00:00
302,Mr_JFigueiredo,"#nfts,#nft,#photoshop,#lightroom,#NFTCommunity",0,0,0,0,https://twitter.com/twitter/statuses/1525905533055680513,2022-05-15 18:26:43+00:00
303,AureliNft,,0,0,0,0,https://twitter.com/twitter/statuses/1525905472573911040,2022-05-15 18:26:29+00:00
304,Uzziimemon,"#OnePlus,#Oneplus7pro,#shotononeplus",0,0,0,0,https://twitter.com/twitter/statuses/1525905408170278913,2022-05-15 18:26:13+00:00
305,terrificturt01,,0,0,0,0,https://twitter.com/twitter/statuses/1525905350758748163,2022-05-15 18:26:00+00:00
306,VeggieMatesNFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525905272845176832,2022-05-15 18:25:41+00:00
307,SamuraiwordsNFT,"#NFT,#NFTs,#NFTJPN,#NFTMarketplace,#NFT宣伝枠,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525905245544783872,2022-05-15 18:25:35+00:00
308,GrumpyHeckler,"#NFT,#NFTs",0,0,0,0,https://twitter.com/twitter/statuses/1525905224732377089,2022-05-15 18:25:30+00:00
309,Uzziimemon,"#OnePlus,#Oneplus7pro,#shotononeplus",0,0,0,0,https://twitter.com/twitter/statuses/1525905220391383041,2022-05-15 18:25:29+00:00
310,Uzziimemon,"#OnePlus,#Oneplus7pro,#shotononeplus,#moon,#NATO",0,0,0,0,https://twitter.com/twitter/statuses/1525905081014558721,2022-05-15 18:24:55+00:00
311,Aslam4590Aslam,"#OpenSeaNFT,#openseanfts",0,0,0,0,https://twitter.com/twitter/statuses/1525904950408388609,2022-05-15 18:24:24+00:00
312,Uzziimemon,"#OnePlus,#Oneplus7pro,#shotononeplus,#moon,#NATO",0,0,0,0,https://twitter.com/twitter/statuses/1525904916425973762,2022-05-15 18:24:16+00:00
313,realkennypowell,"#Video,#Marvel,#NFTCommunity",0,0,0,0,https://twitter.com/twitter/statuses/1525904897308143621,2022-05-15 18:24:12+00:00
314,Mr_Vich_Uk,"#ATSNFT,#nft,#nfts,#nftart,#nftcollectors,#NFTcollection,#NFTcollectibles",0,0,0,0,https://twitter.com/twitter/statuses/1525904883538444291,2022-05-15 18:24:08+00:00
315,BTC_Drop,#hyped,0,0,0,0,https://twitter.com/twitter/statuses/1525904624057819142,2022-05-15 18:23:06+00:00
316,tinyfoxesnft,"#FreeMint,#freenftdrop,#nft,#freenft,#NFTGiveaways,#cryptoart",0,0,0,0,https://twitter.com/twitter/statuses/1525904340417974273,2022-05-15 18:21:59+00:00
317,SolarSystemAdmi,,0,0,0,0,https://twitter.com/twitter/statuses/1525904307182346240,2022-05-15 18:21:51+00:00
318,Wolfpack_Ali,"#NFT,#NFTs,#NFTdrop,#NFTGiveaways,#nftart,#NFTCommunity,#NFTMint",0,0,0,0,https://twitter.com/twitter/statuses/1525904257387487232,2022-05-15 18:21:39+00:00
319,bobu_the_farmer,"#NFT,#ETH",0,1,0,0,https://twitter.com/twitter/statuses/1525904103649554432,2022-05-15 18:21:02+00:00
320,Fancy_Mishka,"#NFT,#FancyMishkaNFT,#nftart,#NFTartist,#crypto,#Binance",0,0,0,0,https://twitter.com/twitter/statuses/1525904058892025856,2022-05-15 18:20:52+00:00
321,doodybuddy,"#NFT,#NFTGiveaways,#NFTdrop,#nftcollector,#NFTProjects,#PolygonNFTs",0,0,0,0,https://twitter.com/twitter/statuses/1525903761574600712,2022-05-15 18:19:41+00:00
322,OliensNFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525903676476379144,2022-05-15 18:19:21+00:00
323,Mztizo,#Coinbase_NFT,0,0,0,0,https://twitter.com/twitter/statuses/1525903564408750086,2022-05-15 18:18:54+00:00
324,RedPanda_Rescue,,0,0,0,0,https://twitter.com/twitter/statuses/1525903532976746497,2022-05-15 18:18:46+00:00
325,metastartstream,,1,0,0,0,https://twitter.com/twitter/statuses/1525903520247037953,2022-05-15 18:18:43+00:00
326,CrazyFungiClub,"#mft,#NFTCommunity,#NFTGiveaways,#nftcollectors,#NFTProjects,#nftlover",0,1,0,0,https://twitter.com/twitter/statuses/1525903487355064321,2022-05-15 18:18:35+00:00
327,travelingcooki1,"#TSA,#ProhibitedItems",0,0,0,0,https://twitter.com/twitter/statuses/1525903337752698880,2022-05-15 18:18:00+00:00
328,shysalamanders,,0,0,0,0,https://twitter.com/twitter/statuses/1525903278780948486,2022-05-15 18:17:46+00:00
329,artificNFT,"#NFTCommunity,#nftlover,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525903210392784901,2022-05-15 18:17:29+00:00
330,_NO_TANKS_,"#NFT,#NFTs",0,0,0,0,https://twitter.com/twitter/statuses/1525903164771377154,2022-05-15 18:17:19+00:00
331,WorldFlagRaces,"#NFTCommunity,#NFTs,#NFTGiveaways,#NFTGiveaway,#nftart,#NFTProject,#NFTdrops,#NFTdrop,#game,#GameFi,#PlayToEarn",0,0,0,0,https://twitter.com/twitter/statuses/1525903136015237126,2022-05-15 18:17:12+00:00
332,TiTs_JaCkEd,"#WICKEDMFERS,#NFT,#CREYZIES,#GIVEAWAY",0,0,0,0,https://twitter.com/twitter/statuses/1525903087432523782,2022-05-15 18:17:00+00:00
333,studiodawgz,,0,0,0,0,https://twitter.com/twitter/statuses/1525902947242037249,2022-05-15 18:16:27+00:00
334,Godrickcreation,"#NFTCommunity,#NFTs,#NFTGiveaways,#NFTCommmunity",0,0,0,0,https://twitter.com/twitter/statuses/1525902921120075776,2022-05-15 18:16:20+00:00
335,NFTSkeletos,#NFTCommunity,0,0,0,0,https://twitter.com/twitter/statuses/1525902917709996033,2022-05-15 18:16:20+00:00
336,juanjosemelani1,"#NFTCommunity,#NFTs,#NFTartist,#NFTCollection,#NFTGiveaways,#NFTdrop,#NFTProject",0,0,0,0,https://twitter.com/twitter/statuses/1525902840778072067,2022-05-15 18:16:01+00:00
337,NFTGall29838780,"#NFTartist,#NFTs,#NFTcollections,#NFTCommunity,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525902746771402752,2022-05-15 18:15:39+00:00
338,The_Homies_NFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525902744762126336,2022-05-15 18:15:38+00:00
339,RedPanda_Rescue,,0,0,0,0,https://twitter.com/twitter/statuses/1525902702974312448,2022-05-15 18:15:28+00:00
340,Kay89333191,,0,0,0,0,https://twitter.com/twitter/statuses/1525902640692985859,2022-05-15 18:15:14+00:00
341,nftnba2022,"#NFTCommunity,#NFT,#NFTs,#NFTGiveaways,#NBA,#NBA2K22,#Money,#willyrex",0,0,0,0,https://twitter.com/twitter/statuses/1525902431145566209,2022-05-15 18:14:24+00:00
342,SuanMoony,"#NFTCommunity,#NFTs,#NFTGiveaways,#nftart",0,0,0,0,https://twitter.com/twitter/statuses/1525902281702576130,2022-05-15 18:13:48+00:00
343,Gamersinfotech1,"#NFTCommunity,#NFTs,#NFTGiveaways,#NFTdrop",0,0,0,0,https://twitter.com/twitter/statuses/1525902273120976898,2022-05-15 18:13:46+00:00
344,calligrator,"#NFT,#NFTs,#NFTCommunity,#NFTGiveaways,#nftart",0,0,0,0,https://twitter.com/twitter/statuses/1525902140274794496,2022-05-15 18:13:14+00:00
345,project_mandy,,0,0,0,0,https://twitter.com/twitter/statuses/1525902085191090177,2022-05-15 18:13:01+00:00
346,mrshl_character,,0,0,0,0,https://twitter.com/twitter/statuses/1525901956274786304,2022-05-15 18:12:30+00:00
347,art_os_nft,#NFT,1,1,@art_os_nft,0,https://twitter.com/twitter/statuses/1525901951388602368,2022-05-15 18:12:29+00:00
348,ftihsv,"#NFTCommunity,#NFT,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525901918610116609,2022-05-15 18:12:21+00:00
349,00sopino00,"#NFTCommunity,#NFTs,#NFT,#NFTGiveaways,#NFTProject,#NFTdrop,#NFTartists,#NFTartwork,#nftcollector",0,0,0,0,https://twitter.com/twitter/statuses/1525901882648154113,2022-05-15 18:12:13+00:00
350,BarsanaMohit,,0,0,0,0,https://twitter.com/twitter/statuses/1525901849676726273,2022-05-15 18:12:05+00:00
351,satishd70565578,,0,0,0,0,https://twitter.com/twitter/statuses/1525901834874933250,2022-05-15 18:12:01+00:00
352,ykpsyk,#NFTCommunity,1,0,0,Tag people,https://twitter.com/twitter/statuses/1525901824288497665,2022-05-15 18:11:59+00:00
353,Ajayrai69529104,,0,0,0,0,https://twitter.com/twitter/statuses/1525901819888783360,2022-05-15 18:11:58+00:00
354,Senthil90008,,0,0,0,0,https://twitter.com/twitter/statuses/1525901815480569857,2022-05-15 18:11:57+00:00
355,call2sangeet,,0,0,0,0,https://twitter.com/twitter/statuses/1525901785604534273,2022-05-15 18:11:50+00:00
356,OS_nft,#NFT,1,1,@OS_nft,0,https://twitter.com/twitter/statuses/1525901785335996417,2022-05-15 18:11:50+00:00
357,UndeadSolsWW,"#Undeadsols,#EXPOSURE,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525901737835511808,2022-05-15 18:11:38+00:00
358,Mr_JFigueiredo,"#nfts,#nft,#photoshop,#lightroom",1,0,0,0,https://twitter.com/twitter/statuses/1525901729891553281,2022-05-15 18:11:36+00:00
359,zkanola6141,"#NFTCommunity,#NFTs,#NFTGiveaways,#news,#BTC,#ETH",0,0,0,0,https://twitter.com/twitter/statuses/1525901705052835843,2022-05-15 18:11:31+00:00
360,tinyfoxesnft,"#FreeNFT,#mintnow,#FreeMint,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525901633955168262,2022-05-15 18:11:14+00:00
361,travelingcooki1,"#Wheelchair,#USA,#NYC",0,0,0,0,https://twitter.com/twitter/statuses/1525901576375660544,2022-05-15 18:11:00+00:00
362,CryptoByers,#NFTAirdrops,0,0,0,0,https://twitter.com/twitter/statuses/1525901557333630976,2022-05-15 18:10:55+00:00
363,kupcov_an,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525901411732672512,2022-05-15 18:10:21+00:00
364,lakshaybajaj636,"#NFTs,#cryptocurrencies,#NFTGiveaways,#Cryptos",0,0,0,0,https://twitter.com/twitter/statuses/1525901400299175936,2022-05-15 18:10:18+00:00
365,ambuj012,"#NFTgiveaway,#NFTGiveaways,#NFTCommmunity,#NFTs,#NFTMint,#NFT,#BSCGems,#bnb,#altcoins,#pump",0,0,0,0,https://twitter.com/twitter/statuses/1525901310658154496,2022-05-15 18:09:56+00:00
366,AakashC18761315,"#NFTgiveaway,#NFTGiveaways,#NFTCommmunity,#NFTs,#NFTMint,#NFT,#BSCGems,#bnb,#altcoins,#pump",0,0,0,0,https://twitter.com/twitter/statuses/1525901276428611585,2022-05-15 18:09:48+00:00
367,ItisOonn,"#NFTgiveaway,#NFTGiveaways,#NFTCommmunity,#NFTs,#NFTMint,#NFT,#BSCGems,#bnb,#altcoins,#pump",0,0,0,0,https://twitter.com/twitter/statuses/1525901200692023296,2022-05-15 18:09:30+00:00
368,SpaceMo72516935,"#nfts,#nftcommunity,#solana,#sol,#solarts,#nftism",0,0,0,0,https://twitter.com/twitter/statuses/1525901046098251776,2022-05-15 18:08:53+00:00
369,TWEFamily,"#Bees,#NFTs",0,0,0,0,https://twitter.com/twitter/statuses/1525900947096055810,2022-05-15 18:08:30+00:00
370,AliAlperTiryaki,"#NFT,#NFTGiveaways,#Nfts",0,0,0,0,https://twitter.com/twitter/statuses/1525900828204310532,2022-05-15 18:08:01+00:00
371,Jovial023,"#NFT,#NFTs,#NFTCommunity,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525900822705590273,2022-05-15 18:08:00+00:00
372,NoelJudd4,"#NFTs,#pfpNFT,#pft,#moonbirds,#azuki,#BAYC,#NFTGiveaways,#NFTdrops",0,0,0,0,https://twitter.com/twitter/statuses/1525900618631680001,2022-05-15 18:07:12+00:00
373,GiraffesCrypto,"#NFTGiveaway,#NFT",1,0,0,0,https://twitter.com/twitter/statuses/1525900599115620353,2022-05-15 18:07:07+00:00
